주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
자산총계,184516.0,191905.0,197392.0,194585.0,191975.0,193641.0,195018.0,199655.0,000720,현대건설
부채총계,115158.0,121035.0,124625.0,119673.0,116786.0,117673.0,117673.0,119009.0,000720,현대건설
자본총계,69358.0,70870.0,72767.0,74913.0,75189.0,75969.0,77346.0,80473.0,000720,현대건설
자본총계(지배),54499.0,55547.0,57018.0,58209.0,58540.0,59387.0,60423.0,62395.0,000720,현대건설
자본총계(비지배),14859.0,15323.0,15749.0,16704.0,16649.0,,,,000720,현대건설
자본금,5573.0,5573.0,5573.0,5573.0,5573.0,5573.0,5573.0,5572.0,000720,현대건설
영업활동현금흐름,-3271.0,245.0,4127.0,4859.0,-1994.0,2734.0,-44.0,-786.0,000720,현대건설
투자활동현금흐름,-819.0,-1614.0,-5665.0,-3640.0,2056.0,-1107.0,-1309.0,-1218.0,000720,현대건설
재무활동현금흐름,2285.0,1324.0,-632.0,-2670.0,562.0,-553.0,0.0,-534.0,000720,현대건설
CAPEX,296.0,398.0,869.0,302.0,495.0,400.0,400.0,400.0,000720,현대건설
FCF,-3567.0,-153.0,3258.0,4556.0,-2489.0,1714.0,-1088.0,-1866.0,000720,현대건설
이자발생부채,28278.0,30345.0,29786.0,26327.0,26841.0,,,,000720,현대건설
영업이익률,5.09,5.28,5.61,4.73,4.83,5.35,5.53,5.46,000720,현대건설
순이익률,2.83,2.99,3.46,2.92,2.03,3.41,3.47,3.62,000720,현대건설
ROE(%),7.71,7.35,7.46,6.53,6.03,,,,000720,현대건설
ROA(%),3.48,3.12,3.16,3.08,2.97,,,,000720,현대건설
부채비율,166.04,170.78,171.27,159.75,155.32,154.9,152.14,147.89,000720,현대건설
자본유보율,880.98,899.89,918.78,937.55,938.39,,,,000720,현대건설
EPS(원),787.0,939.0,944.0,631.0,542.0,1045.0,1061.0,1257.0,000720,현대건설
PER(배),14.01,11.59,9.28,8.65,13.79,,,,000720,현대건설
BPS(원),48898.0,49838.0,51158.0,52227.0,52523.0,53284.0,54214.0,55983.0,000720,현대건설
PBR(배),1.03,0.82,0.67,0.55,0.8,0.62,0.61,0.59,000720,현대건설
현금DPS(원),0.0,0.0,0.0,500.0,,,,,000720,현대건설
현금배당수익률,,,,,,,,,000720,현대건설
현금배당성향(%),0.0,0.0,0.0,79.26,,,,,000720,현대건설
발행주식수(보통주),111355765.0,111355765.0,111355765.0,111355765.0,111355765.0,,,,000720,현대건설
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,18369.0,20087.0,18868.0,23046.0,21637.0,21733.0,21754.0,22786.0,009830,한화케미칼
영업이익,256.0,937.0,1333.0,843.0,1428.0,1453.0,1398.0,1173.0,009830,한화케미칼
세전계속사업이익,-66.0,452.0,1851.0,47.0,1491.0,1611.0,1748.0,1230.0,009830,한화케미칼
당기순이익,-187.0,332.0,1520.0,139.0,1135.0,1386.0,1278.0,797.0,009830,한화케미칼
당기순이익(지배),-179.0,354.0,1501.0,205.0,1074.0,1296.0,1359.0,872.0,009830,한화케미칼
당기순이익(비지배),-8.0,-23.0,19.0,-66.0,61.0,,,,009830,한화케미칼
자산총계,128220.0,139406.0,144938.0,138526.0,138337.0,137552.0,138538.0,144372.0,009830,한화케미칼
부채총계,81101.0,91621.0,94897.0,89215.0,88203.0,87030.0,87056.0,90718.0,009830,한화케미칼
자본총계,47120.0,47785.0,50040.0,49312.0,50134.0,50522.0,51483.0,53784.0,009830,한화케미칼
자본총계(지배),44336.0,44964.0,47091.0,46334.0,47314.0,47519.0,48418.0,50796.0,009830,한화케미칼
자본총계(비지배),2784.0,2821.0,2949.0,2978.0,2820.0,,,,009830,한화케미칼
자본금,8153.0,8153.0,8153.0,8153.0,8297.0,8297.0,8297.0,8244.0,009830,한화케미칼
영업활동현금흐름,147.0,9640.0,1356.0,950.0,3394.0,2868.0,1966.0,2522.0,009830,한화케미칼
투자활동현금흐름,-914.0,-3525.0,-2697.0,-2389.0,-1037.0,-1040.0,-3040.0,-1040.0,009830,한화케미칼
재무활동현금흐름,1829.0,-3266.0,1517.0,-1621.0,-202.0,1803.0,-291.0,1404.0,009830,한화케미칼
CAPEX,917.0,2162.0,2151.0,2363.0,1209.0,1040.0,1040.0,1040.0,009830,한화케미칼
FCF,-770.0,7478.0,-795.0,-1413.0,2184.0,2061.0,1371.0,1441.0,009830,한화케미칼
이자발생부채,51069.0,50315.0,52518.0,50411.0,49867.0,,,,009830,한화케미칼
영업이익률,1.4,4.67,7.07,3.66,6.6,6.68,6.43,5.15,009830,한화케미칼
순이익률,-1.01,1.65,8.06,0.6,5.24,6.38,5.88,3.5,009830,한화케미칼
ROE(%),0.45,1.11,3.92,4.18,6.84,,,,009830,한화케미칼
ROA(%),-0.11,0.14,1.25,1.36,2.34,,,,009830,한화케미칼
부채비율,172.12,191.74,189.64,180.92,175.93,172.26,169.1,168.67,009830,한화케미칼
자본유보율,431.64,437.11,454.99,455.82,462.06,,,,009830,한화케미칼
EPS(원),-110.0,217.0,921.0,126.0,654.0,781.0,819.0,525.0,009830,한화케미칼
PER(배),123.62,62.06,19.73,23.57,13.0,,,,009830,한화케미칼
BPS(원),27189.0,27575.0,28879.0,28415.0,28809.0,28934.0,29481.0,30929.0,009830,한화케미칼
PBR(배),0.54,0.68,0.75,0.96,0.87,0.86,0.85,0.81,009830,한화케미칼
현금DPS(원),0.0,0.0,0.0,150.0,,,,,009830,한화케미칼
현금배당수익률,,,,,,,,,009830,한화케미칼
현금배당성향(%),0.0,0.0,0.0,119.67,,,,,009830,한화케미칼
발행주식수(보통주),161939571.0,161939571.0,161939571.0,161939571.0,164809359.0,,,,009830,한화케미칼
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,162.0,174.0,176.0,104.0,175.0,221.0,327.0,281.0,049080,기가레인
영업이익,-38.0,-45.0,-41.0,-64.0,-15.0,12.0,61.0,40.0,049080,기가레인
세전계속사업이익,-38.0,-44.0,-38.0,-63.0,-22.0,15.0,64.0,45.0,049080,기가레인
당기순이익,-36.0,-28.0,-33.0,-37.0,-11.0,13.0,54.0,38.0,049080,기가레인
당기순이익(지배),-36.0,-28.0,-33.0,-37.0,-10.0,13.0,54.0,38.0,049080,기가레인
당기순이익(비지배),,,,,-1.0,,,,049080,기가레인
자산총계,1424.0,1436.0,1463.0,1518.0,1519.0,1533.0,1558.0,1593.0,049080,기가레인
부채총계,714.0,753.0,812.0,860.0,873.0,880.0,850.0,846.0,049080,기가레인
자본총계,710.0,682.0,651.0,657.0,646.0,652.0,708.0,747.0,049080,기가레인
자본총계(지배),710.0,682.0,651.0,647.0,636.0,649.0,703.0,741.0,049080,기가레인
자본총계(비지배),,,,11.0,10.0,,,,049080,기가레인
자본금,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,049080,기가레인
영업활동현금흐름,-29.0,-31.0,-32.0,77.0,-58.0,50.0,-38.0,274.0,049080,기가레인
투자활동현금흐름,-50.0,-65.0,-27.0,-52.0,-40.0,-25.0,-26.0,-28.0,049080,기가레인
재무활동현금흐름,105.0,61.0,50.0,56.0,21.0,0.0,-51.0,-2.0,049080,기가레인
CAPEX,50.0,36.0,16.0,25.0,22.0,20.0,20.0,20.0,049080,기가레인
FCF,-78.0,-67.0,-49.0,52.0,-80.0,18.0,-68.0,237.0,049080,기가레인
이자발생부채,515.0,577.0,632.0,673.0,694.0,,,,049080,기가레인
영업이익률,-23.2,-26.04,-23.63,-61.53,-8.72,5.47,18.62,14.34,049080,기가레인
순이익률,-22.2,-16.01,-18.52,-35.8,-6.3,5.84,16.51,13.46,049080,기가레인
ROE(%),1.95,-5.2,-15.77,-19.07,-16.04,,,,049080,기가레인
ROA(%),1.03,-2.67,-7.87,-9.43,-7.39,,,,049080,기가레인
부채비율,100.44,110.47,124.67,130.83,135.13,134.92,120.15,113.29,049080,기가레인
자본유보율,703.72,670.61,635.36,629.88,618.16,,,,049080,기가레인
EPS(원),-203.0,-157.0,-184.0,-211.0,-58.0,73.0,305.0,214.0,049080,기가레인
PER(배),120.61,-28.98,-10.1,-7.07,-9.72,,,,049080,기가레인
BPS(원),4013.0,3853.0,3677.0,3652.0,3593.0,3666.0,3971.0,4185.0,049080,기가레인
PBR(배),2.35,1.56,1.75,1.46,1.65,1.73,1.6,1.52,049080,기가레인
현금DPS(원),0.0,0.0,0.0,,,,,,049080,기가레인
현금배당수익률,,,,,,,,,049080,기가레인
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,049080,기가레인
발행주식수(보통주),17704421.0,17704421.0,17704421.0,17704421.0,17704421.0,,,,049080,기가레인
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,2553.0,2561.0,2934.0,2546.0,2694.0,,,,031330,에스에이엠티
영업이익,98.0,91.0,99.0,80.0,95.0,,,,031330,에스에이엠티
세전계속사업이익,101.0,108.0,97.0,61.0,112.0,,,,031330,에스에이엠티
당기순이익,82.0,98.0,126.0,31.0,79.0,,,,031330,에스에이엠티
당기순이익(지배),82.0,98.0,126.0,31.0,79.0,,,,031330,에스에이엠티
당기순이익(비지배),,,,,,,,,031330,에스에이엠티
자산총계,2642.0,2738.0,2869.0,2434.0,2508.0,,,,031330,에스에이엠티
부채총계,1927.0,1843.0,1873.0,1379.0,1368.0,,,,031330,에스에이엠티
자본총계,714.0,895.0,996.0,1054.0,1140.0,,,,031330,에스에이엠티
자본총계(지배),714.0,895.0,996.0,1054.0,1140.0,,,,031330,에스에이엠티
자본총계(비지배),,,,,,,,,031330,에스에이엠티
자본금,400.0,400.0,400.0,400.0,400.0,,,,031330,에스에이엠티
영업활동현금흐름,-157.0,2.0,-26.0,404.0,-1.0,,,,031330,에스에이엠티
투자활동현금흐름,-2.0,1.0,-53.0,11.0,-33.0,,,,031330,에스에이엠티
재무활동현금흐름,196.0,-55.0,60.0,-425.0,72.0,,,,031330,에스에이엠티
CAPEX,0.0,1.0,0.0,0.0,0.0,,,,031330,에스에이엠티
FCF,-157.0,0.0,-26.0,404.0,-1.0,,,,031330,에스에이엠티
이자발생부채,1153.0,1099.0,1163.0,735.0,807.0,,,,031330,에스에이엠티
영업이익률,3.84,3.56,3.37,3.15,3.53,,,,031330,에스에이엠티
순이익률,3.23,3.84,4.3,1.21,2.94,,,,031330,에스에이엠티
ROE(%),-1.96,33.88,39.86,38.01,36.08,,,,031330,에스에이엠티
ROA(%),-0.53,9.42,12.11,13.75,12.99,,,,031330,에스에이엠티
부채비율,269.82,206.01,188.15,130.82,119.95,,,,031330,에스에이엠티
자본유보율,67.65,114.37,145.88,153.31,173.05,,,,031330,에스에이엠티
EPS(원),103.0,123.0,158.0,39.0,99.0,,,,031330,에스에이엠티
PER(배),-95.79,6.05,5.45,4.97,4.79,,,,031330,에스에이엠티
BPS(원),904.0,1133.0,1260.0,1335.0,1443.0,,,,031330,에스에이엠티
PBR(배),1.9,1.7,1.77,1.57,1.39,,,,031330,에스에이엠티
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,031330,에스에이엠티
현금배당수익률,,,,,,,,,031330,에스에이엠티
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,031330,에스에이엠티
발행주식수(보통주),79996594.0,79996594.0,79996594.0,79996594.0,79996594.0,,,,031330,에스에이엠티
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,1756.0,1563.0,1887.0,2016.0,2446.0,2124.0,2610.0,2401.0,18064K,한진칼우
영업이익,296.0,99.0,220.0,128.0,400.0,158.0,418.0,172.0,18064K,한진칼우
세전계속사업이익,-372.0,-515.0,-1228.0,202.0,-316.0,-69.0,1310.0,857.0,18064K,한진칼우
당기순이익,-321.0,-624.0,-1336.0,228.0,-427.0,-44.0,690.0,470.0,18064K,한진칼우
당기순이익(지배),-371.0,-657.0,-1351.0,215.0,-452.0,,,,18064K,한진칼우
당기순이익(비지배),51.0,33.0,15.0,13.0,25.0,,,,18064K,한진칼우
자산총계,24658.0,24006.0,22539.0,23150.0,24030.0,,,24692.0,18064K,한진칼우
부채총계,8382.0,8371.0,8470.0,8731.0,10162.0,,,8877.0,18064K,한진칼우
자본총계,16276.0,15636.0,14068.0,14419.0,13868.0,,,15852.0,18064K,한진칼우
자본총계(지배),13961.0,14440.0,12870.0,13223.0,12714.0,,,14565.0,18064K,한진칼우
자본총계(비지배),2315.0,1196.0,1198.0,1197.0,1154.0,,,,18064K,한진칼우
자본금,1325.0,1333.0,1333.0,1333.0,1333.0,,,1421.0,18064K,한진칼우
영업활동현금흐름,362.0,211.0,280.0,342.0,173.0,,,,18064K,한진칼우
투자활동현금흐름,-837.0,-27.0,-37.0,-30.0,-1440.0,,,,18064K,한진칼우
재무활동현금흐름,250.0,-142.0,-90.0,-58.0,1229.0,,,,18064K,한진칼우
CAPEX,4.0,7.0,4.0,56.0,12.0,,,,18064K,한진칼우
FCF,358.0,204.0,275.0,285.0,161.0,,,,18064K,한진칼우
이자발생부채,5281.0,5280.0,5262.0,5203.0,6588.0,,,,18064K,한진칼우
영업이익률,16.85,6.33,11.63,6.36,16.34,7.45,16.01,7.18,18064K,한진칼우
순이익률,-18.25,-39.91,-70.77,11.32,-17.46,-2.1,26.46,19.58,18064K,한진칼우
ROE(%),16.2,8.71,-5.87,-15.9,-16.83,,,,18064K,한진칼우
ROA(%),12.4,8.85,1.34,-8.67,-8.87,,,,18064K,한진칼우
부채비율,51.5,53.53,60.21,60.55,73.28,,,56.0,18064K,한진칼우
자본유보율,966.57,906.47,806.42,816.45,780.2,,,,18064K,한진칼우
EPS(원),-677.0,-1198.0,-2449.0,390.0,-820.0,,,,18064K,한진칼우
PER(배),8.42,13.58,-22.49,-4.85,-5.38,,,,18064K,한진칼우
BPS(원),26424.0,27331.0,23341.0,23981.0,23058.0,,,24398.0,18064K,한진칼우
PBR(배),1.32,0.98,1.05,0.8,0.95,,,0.69,18064K,한진칼우
현금DPS(원),0.0,0.0,0.0,72.0,0.0,,,,18064K,한진칼우
현금배당수익률,0.0,0.0,0.0,0.39,,,,,18064K,한진칼우
현금배당성향(%),0.0,0.0,0.0,18.63,0.0,,,,18064K,한진칼우
발행주식수(보통주),54307120.0,54307120.0,54607470.0,54607470.0,54607470.0,,,,18064K,한진칼우
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,223.0,141.0,111.0,126.0,200.0,134.0,157.0,164.0,041140,넥슨지티
영업이익,105.0,45.0,26.0,25.0,98.0,47.0,69.0,74.0,041140,넥슨지티
세전계속사업이익,112.0,59.0,36.0,30.0,101.0,,,,041140,넥슨지티
당기순이익,90.0,48.0,27.0,14.0,69.0,44.0,61.0,52.0,041140,넥슨지티
당기순이익(지배),90.0,48.0,27.0,14.0,69.0,44.0,61.0,52.0,041140,넥슨지티
당기순이익(비지배),,,,,,,,,041140,넥슨지티
자산총계,1409.0,1427.0,1448.0,1499.0,1546.0,,,1722.0,041140,넥슨지티
부채총계,200.0,167.0,159.0,196.0,178.0,,,184.0,041140,넥슨지티
자본총계,1210.0,1260.0,1289.0,1303.0,1369.0,,,1543.0,041140,넥슨지티
자본총계(지배),1210.0,1260.0,1289.0,1303.0,1369.0,,,1543.0,041140,넥슨지티
자본총계(비지배),,,,,,,,,041140,넥슨지티
자본금,177.0,177.0,177.0,177.0,177.0,,,178.0,041140,넥슨지티
영업활동현금흐름,-2.0,122.0,35.0,42.0,-18.0,,,,041140,넥슨지티
투자활동현금흐름,-9.0,-18.0,-64.0,-14.0,34.0,,,,041140,넥슨지티
재무활동현금흐름,,,,,-7.0,,,,041140,넥슨지티
CAPEX,1.0,2.0,1.0,2.0,6.0,,,,041140,넥슨지티
FCF,-3.0,120.0,34.0,40.0,-24.0,,,,041140,넥슨지티
이자발생부채,,,,,,,,,041140,넥슨지티
영업이익률,46.97,32.04,23.7,19.98,48.98,34.83,43.98,45.29,041140,넥슨지티
순이익률,40.5,33.95,24.21,10.78,34.61,32.48,39.07,31.89,041140,넥슨지티
ROE(%),9.45,10.29,9.17,14.78,12.23,,,,041140,넥슨지티
ROA(%),8.14,9.11,7.94,12.66,10.67,,,,041140,넥슨지티
부채비율,16.51,13.29,12.34,15.03,12.99,,,11.89,041140,넥슨지티
자본유보율,584.05,612.47,628.62,636.94,677.63,,,,041140,넥슨지티
EPS(원),255.0,136.0,76.0,38.0,195.0,123.0,173.0,148.0,041140,넥슨지티
PER(배),55.52,39.83,36.68,23.94,28.95,,,,041140,넥슨지티
BPS(원),3420.0,3562.0,3643.0,3684.0,3876.0,,,4377.0,041140,넥슨지티
PBR(배),4.97,3.87,3.2,3.28,3.33,,,2.68,041140,넥슨지티
현금DPS(원),0.0,0.0,0.0,,,,,,041140,넥슨지티
현금배당수익률,,,,,,,,,041140,넥슨지티
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,041140,넥슨지티
발행주식수(보통주),35373322.0,35373322.0,35373322.0,35373322.0,35373322.0,,,,041140,넥슨지티
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,16.0,21.0,19.0,27.0,23.0,,,,065650,메디프론
영업이익,0.0,0.0,1.0,2.0,0.0,,,,065650,메디프론
세전계속사업이익,0.0,-2.0,0.0,-15.0,-2.0,,,,065650,메디프론
당기순이익,0.0,-2.0,0.0,-15.0,-2.0,,,,065650,메디프론
당기순이익(지배),0.0,-2.0,0.0,-15.0,-2.0,,,,065650,메디프론
당기순이익(비지배),,,,,,,,,065650,메디프론
자산총계,324.0,322.0,322.0,308.0,313.0,,,,065650,메디프론
부채총계,69.0,69.0,70.0,70.0,77.0,,,,065650,메디프론
자본총계,254.0,253.0,252.0,238.0,236.0,,,,065650,메디프론
자본총계(지배),254.0,253.0,252.0,238.0,236.0,,,,065650,메디프론
자본총계(비지배),,,,,,,,,065650,메디프론
자본금,123.0,123.0,123.0,123.0,123.0,,,,065650,메디프론
영업활동현금흐름,-7.0,-6.0,4.0,7.0,-4.0,,,,065650,메디프론
투자활동현금흐름,-53.0,5.0,0.0,0.0,1.0,,,,065650,메디프론
재무활동현금흐름,60.0,,1.0,-1.0,,,,,065650,메디프론
CAPEX,0.0,0.0,0.0,0.0,0.0,,,,065650,메디프론
FCF,-7.0,-6.0,4.0,7.0,-4.0,,,,065650,메디프론
이자발생부채,55.0,56.0,57.0,57.0,58.0,,,,065650,메디프론
영업이익률,-0.8,1.98,3.39,6.08,-1.94,,,,065650,메디프론
순이익률,-0.54,-8.33,-2.27,-55.91,-6.94,,,,065650,메디프론
ROE(%),-27.62,-27.08,-25.08,-7.01,-7.58,,,,065650,메디프론
ROA(%),-24.17,-23.71,-21.85,-5.96,-5.84,,,,065650,메디프론
부채비율,27.32,27.36,27.81,29.58,32.42,,,,065650,메디프론
자본유보율,123.0,121.6,121.24,109.94,108.64,,,,065650,메디프론
EPS(원),0.0,-7.0,-2.0,-60.0,-6.0,,,,065650,메디프론
PER(배),-9.21,-16.2,-12.59,-50.28,-45.46,,,,065650,메디프론
BPS(원),1031.0,1024.0,1022.0,964.0,958.0,,,,065650,메디프론
PBR(배),2.93,5.03,3.58,3.61,3.57,,,,065650,메디프론
현금DPS(원),0.0,0.0,0.0,0.0,,,,,065650,메디프론
현금배당수익률,,,,,,,,,065650,메디프론
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,065650,메디프론
발행주식수(보통주),24674353.0,24674353.0,24674353.0,24674353.0,24674353.0,,,,065650,메디프론
주요재무정보,2015/03,2015/06,2015/09,2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,354.0,378.0,352.0,458.0,551.0,,,,110570,넥솔론
영업이익,-141.0,-143.0,-83.0,-158.0,-13.0,,,,110570,넥솔론
세전계속사업이익,3383.0,-285.0,-205.0,-243.0,-110.0,,,,110570,넥솔론
당기순이익,3383.0,-285.0,-205.0,-243.0,-110.0,,,,110570,넥솔론
당기순이익(지배),3383.0,-285.0,-205.0,-243.0,-110.0,,,,110570,넥솔론
당기순이익(비지배),,,,,,,,,110570,넥솔론
자산총계,5421.0,5235.0,5087.0,4927.0,4832.0,,,,110570,넥솔론
부채총계,4687.0,4777.0,4717.0,4775.0,4788.0,,,,110570,넥솔론
자본총계,734.0,458.0,371.0,151.0,43.0,,,,110570,넥솔론
자본총계(지배),734.0,458.0,371.0,151.0,43.0,,,,110570,넥솔론
자본총계(비지배),,,,,,,,,110570,넥솔론
자본금,706.0,709.0,788.0,804.0,804.0,,,,110570,넥솔론
영업활동현금흐름,-29.0,-42.0,1.0,-74.0,-59.0,,,,110570,넥솔론
투자활동현금흐름,-7.0,-2.0,-3.0,123.0,-16.0,,,,110570,넥솔론
재무활동현금흐름,,,,-20.0,,,,,110570,넥솔론
CAPEX,7.0,3.0,3.0,8.0,16.0,,,,110570,넥솔론
FCF,-36.0,-45.0,-2.0,-82.0,-75.0,,,,110570,넥솔론
이자발생부채,,,,,,,,,110570,넥솔론
영업이익률,-39.76,-37.77,-23.66,-34.4,-2.36,,,,110570,넥솔론
순이익률,955.35,-75.43,-58.28,-52.9,-19.94,,,,110570,넥솔론
ROE(%),-108.59,-233.12,-2811.49,-159.46,-222.02,,,,110570,넥솔론
ROA(%),-8.17,-9.16,-6.21,52.41,-14.99,,,,110570,넥솔론
부채비율,638.65,1042.04,1272.95,3155.59,11032.95,,,,110570,넥솔론
자본유보율,37.94,-1.89,-17.65,-57.77,-71.35,,,,110570,넥솔론
EPS(원),4004.0,-201.0,-134.0,-151.0,-68.0,,,,110570,넥솔론
PER(배),-1.93,-0.96,-2.38,0.43,-2.07,,,,110570,넥솔론
BPS(원),518.0,323.0,231.0,94.0,27.0,,,,110570,넥솔론
PBR(배),6.92,2.96,4.22,9.26,38.0,,,,110570,넥솔론
현금DPS(원),0.0,0.0,0.0,0.0,,,,,110570,넥솔론
현금배당수익률,,,,,,,,,110570,넥솔론
현금배당성향(%),0.0,0.0,0.0,,,,,,110570,넥솔론
발행주식수(보통주),141779278.0,141779278.0,160711257.0,160711257.0,160894907.0,,,,110570,넥솔론
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,626.0,614.0,674.0,587.0,687.0,,,,005420,코스모화학
영업이익,-50.0,-105.0,-60.0,-177.0,-3.0,,,,005420,코스모화학
세전계속사업이익,-26.0,-136.0,-123.0,-940.0,-49.0,,,,005420,코스모화학
당기순이익,-26.0,-136.0,-123.0,-934.0,-49.0,,,,005420,코스모화학
당기순이익(지배),-10.0,-114.0,-90.0,-855.0,-46.0,,,,005420,코스모화학
당기순이익(비지배),-16.0,-22.0,-33.0,-79.0,-3.0,,,,005420,코스모화학
자산총계,7867.0,7652.0,7296.0,6305.0,6164.0,,,,005420,코스모화학
부채총계,5149.0,5059.0,4800.0,4761.0,4668.0,,,,005420,코스모화학
자본총계,2718.0,2593.0,2496.0,1544.0,1496.0,,,,005420,코스모화학
자본총계(지배),2276.0,2174.0,2110.0,1248.0,1203.0,,,,005420,코스모화학
자본총계(비지배),442.0,419.0,386.0,296.0,293.0,,,,005420,코스모화학
자본금,655.0,666.0,666.0,666.0,666.0,,,,005420,코스모화학
영업활동현금흐름,-115.0,27.0,-94.0,161.0,90.0,,,,005420,코스모화학
투자활동현금흐름,199.0,3.0,172.0,20.0,51.0,,,,005420,코스모화학
재무활동현금흐름,-141.0,-20.0,-110.0,-137.0,-172.0,,,,005420,코스모화학
CAPEX,0.0,4.0,24.0,2.0,3.0,,,,005420,코스모화학
FCF,-115.0,23.0,-118.0,159.0,88.0,,,,005420,코스모화학
이자발생부채,3296.0,3297.0,3192.0,3074.0,2928.0,,,,005420,코스모화학
영업이익률,-7.95,-17.14,-8.95,-30.21,-0.46,,,,005420,코스모화학
순이익률,-4.14,-22.19,-18.24,-159.2,-7.07,,,,005420,코스모화학
ROE(%),-15.85,-18.06,-20.24,-60.78,-63.5,,,,005420,코스모화학
ROA(%),-6.36,-6.84,-7.5,-16.93,-17.7,,,,005420,코스모화학
부채비율,189.45,195.1,192.32,308.3,312.14,,,,005420,코스모화학
자본유보율,-5.88,-22.86,-32.5,-161.72,-168.56,,,,005420,코스모화학
EPS(원),-74.0,-857.0,-676.0,-6414.0,-342.0,,,,005420,코스모화학
