매출액,10710,11842,12739,12694,10560,10042,,,016710,대성홀딩스
영업이익,221,201,259,246,240,257,,,016710,대성홀딩스
세전계속사업이익,446,389,437,438,339,347,,,016710,대성홀딩스
당기순이익,377,330,283,270,277,279,,,016710,대성홀딩스
당기순이익(지배),321,265,201,178,192,184,,,016710,대성홀딩스
당기순이익(비지배),57,65,82,92,84,,,,016710,대성홀딩스
자산총계,9368,10578,11392,11902,11394,11537,,,016710,대성홀딩스
부채총계,4870,5828,6436,6717,6043,5877,,,016710,대성홀딩스
자본총계,4498,4750,4956,5185,5351,5660,,,016710,대성홀딩스
자본총계(지배),3170,3381,3520,3674,3809,3969,,,016710,대성홀딩스
자본총계(비지배),1328,1368,1436,1511,1542,,,,016710,대성홀딩스
자본금,161,161,161,161,161,161,,,016710,대성홀딩스
영업활동현금흐름,371,456,561,440,578,399,,,016710,대성홀딩스
투자활동현금흐름,-296,-760,-33,-336,-1128,15,,,016710,대성홀딩스
재무활동현금흐름,-106,415,290,-103,-51,-40,,,016710,대성홀딩스
CAPEX,371,351,423,364,541,0,,,016710,대성홀딩스
FCF,0,105,138,76,37,399,,,016710,대성홀딩스
이자발생부채,1915,2398,2777,2763,2785,,,,016710,대성홀딩스
영업이익률,2.07,1.7,2.04,1.94,2.28,2.56,,,016710,대성홀딩스
순이익률,3.52,2.78,2.23,2.13,2.62,2.78,,,016710,대성홀딩스
ROE(%),11.8,8.08,5.83,4.94,5.15,4.73,,,016710,대성홀딩스
ROA(%),4.38,3.31,2.58,2.32,2.38,2.43,,,016710,대성홀딩스
부채비율,108.26,122.71,129.88,129.53,112.93,103.83,,,016710,대성홀딩스
자본유보율,1987.89,2136.99,2241.66,2318.38,2411.23,,,,016710,대성홀딩스
EPS(원),1994,1645,1250,1104,1196,1144,,,016710,대성홀딩스
PER(배),3.58,4.92,7.18,9.69,8.9,8.36,,,016710,대성홀딩스
BPS(원),19705,21016,21878,22836,23671,24668,,,016710,대성홀딩스
PBR(배),0.36,0.38,0.41,0.47,0.45,0.39,,,016710,대성홀딩스
현금DPS(원),200,250,250,250,250,250,,,016710,대성홀딩스
현금배당수익률,2.8,3.09,2.78,2.34,2.35,2.62,,,016710,대성홀딩스
현금배당성향(%),10.03,15.19,20,22.65,20.9,0.22,,,016710,대성홀딩스
발행주식수(보통주),16089459,16089459,16089459,16089459,16089459,,,,016710,대성홀딩스
주요재무정보,2011(IFRS별도),2012(IFRS별도),2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(E)(IFRS별도),2017(E)(IFRS별도),2018(E)(IFRS별도),code,name
매출액,438,464,420,438,447,,,,018680,서울제약
영업이익,18,61,13,7,7,,,,018680,서울제약
세전계속사업이익,12,53,4,5,-10,,,,018680,서울제약
당기순이익,13,51,6,-7,-8,,,,018680,서울제약
당기순이익(지배),13,51,6,-7,-8,,,,018680,서울제약
당기순이익(비지배),,,,,,,,,018680,서울제약
자산총계,427,607,714,790,827,,,,018680,서울제약
부채총계,223,353,392,479,491,,,,018680,서울제약
자본총계,204,254,323,311,335,,,,018680,서울제약
자본총계(지배),204,254,323,311,335,,,,018680,서울제약
자본총계(비지배),,,,,,,,,018680,서울제약
자본금,31,32,34,34,36,,,,018680,서울제약
영업활동현금흐름,49,92,-4,15,14,,,,018680,서울제약
투자활동현금흐름,-66,-202,-115,-37,-14,,,,018680,서울제약
재무활동현금흐름,36,117,89,60,55,,,,018680,서울제약
CAPEX,54,180,105,26,11,,,,018680,서울제약
FCF,-6,-87,-110,-11,3,,,,018680,서울제약
이자발생부채,150,270,293,356,378,,,,018680,서울제약
영업이익률,4.06,13.16,3.17,1.55,1.51,,,,018680,서울제약
순이익률,3.04,11,1.47,-1.59,-1.75,,,,018680,서울제약
ROE(%),6.74,22.3,2.14,-2.2,-2.42,,,,018680,서울제약
ROA(%),3.28,9.87,0.94,-0.93,-0.97,,,,018680,서울제약
부채비율,109.43,139.04,121.45,153.95,146.58,,,,018680,서울제약
자본유보율,551.01,705.67,840.46,806.86,841.94,,,,018680,서울제약
EPS(원),213,812,93,-101,-111,,,,018680,서울제약
PER(배),22.73,12.21,126.25,-81.69,-136.53,,,,018680,서울제약
BPS(원),3261,4029,4703,4535,4710,,,,018680,서울제약
PBR(배),1.49,2.46,2.5,1.83,3.23,,,,018680,서울제약
현금DPS(원),60,60,50,35,25,,,,018680,서울제약
현금배당수익률,1.24,0.61,0.43,0.42,0.16,,,,018680,서울제약
현금배당성향(%),28.12,7.41,55.49,-34.49,-22.72,,,,018680,서울제약
발행주식수(보통주),6250000,6300000,6857769,6857769,7117991,,,,018680,서울제약
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,4587,4829,5660,6045,6613,7180,7805,8507,025540,한국단자
영업이익,429,471,525,684,827,908,1000,1086,025540,한국단자
세전계속사업이익,466,353,533,734,880,942,1044,1136,025540,한국단자
당기순이익,367,299,430,575,689,733,812,883,025540,한국단자
당기순이익(지배),367,299,430,575,689,731,813,884,025540,한국단자
당기순이익(비지배),,,,,,,,,025540,한국단자
자산총계,4774,4985,5721,6467,7039,7785,8637,9539,025540,한국단자
부채총계,1174,1028,1338,1477,1442,1535,1638,1720,025540,한국단자
자본총계,3600,3957,4383,4990,5596,6249,6999,7819,025540,한국단자
자본총계(지배),3600,3957,4383,4990,5596,6236,6981,7798,025540,한국단자
자본총계(비지배),,,,,,,,,025540,한국단자
자본금,52,52,52,52,52,52,52,52,025540,한국단자
영업활동현금흐름,595,446,885,768,931,1066,1173,1295,025540,한국단자
투자활동현금흐름,-552,-602,-772,-808,-647,-623,-675,-963,025540,한국단자
재무활동현금흐름,200,-51,-37,-35,-65,-49,-55,-69,025540,한국단자
CAPEX,396,497,638,834,582,557,605,881,025540,한국단자
FCF,199,-52,247,-66,349,521,581,336,025540,한국단자
이자발생부채,97,74,67,92,94,,,,025540,한국단자
영업이익률,9.35,9.76,9.28,11.31,12.5,12.64,12.81,12.77,025540,한국단자
순이익률,7.99,6.19,7.6,9.52,10.42,10.21,10.41,10.38,025540,한국단자
ROE(%),11.65,7.92,10.32,12.28,13.01,12.35,12.3,11.96,025540,한국단자
ROA(%),8.89,6.13,8.04,9.44,10.2,9.89,9.89,9.72,025540,한국단자
부채비율,32.6,25.98,30.53,29.61,25.77,24.56,23.4,22,025540,한국단자
자본유보율,6892.49,7399.36,8138.52,9130.12,10335.81,,,,025540,한국단자
EPS(원),3520,2872,4130,5525,6614,7014,7807,8484,025540,한국단자
PER(배),6.24,10.13,10.05,12.22,14.85,12.87,11.57,10.64,025540,한국단자
BPS(원),34568,37995,42081,47909,53734,59874,67031,74877,025540,한국단자
PBR(배),0.63,0.77,0.99,1.41,1.83,1.51,1.35,1.21,025540,한국단자
현금DPS(원),300,300,350,450,600,625,665,720,025540,한국단자
현금배당수익률,1.37,1.03,0.84,0.67,0.61,0.69,0.74,0.8,025540,한국단자
현금배당성향(%),8.24,10.45,8.47,8.14,9.07,0.09,0.09,0.08,025540,한국단자
발행주식수(보통주),10415000,10415000,10415000,10415000,10415000,,,,025540,한국단자
주요재무정보,2011(IFRS별도),2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,250,391,439,537,569,,,,080530,코디에스
영업이익,34,-70,11,10,-24,,,,080530,코디에스
세전계속사업이익,34,-92,-7,7,-33,,,,080530,코디에스
당기순이익,33,-74,-2,7,-36,,,,080530,코디에스
당기순이익(지배),33,-63,1,0,-49,,,,080530,코디에스
당기순이익(비지배),,-11,-3,7,13,,,,080530,코디에스
자산총계,464,599,732,719,637,,,,080530,코디에스
부채총계,184,355,448,369,239,,,,080530,코디에스
자본총계,279,245,284,350,398,,,,080530,코디에스
자본총계(지배),279,232,276,334,308,,,,080530,코디에스
자본총계(비지배),,13,9,16,89,,,,080530,코디에스
자본금,43,46,52,60,60,,,,080530,코디에스
영업활동현금흐름,10,-9,12,15,10,,,,080530,코디에스
투자활동현금흐름,-83,-66,-70,54,15,,,,080530,코디에스
재무활동현금흐름,84,97,60,-57,36,,,,080530,코디에스
CAPEX,95,77,4,16,22,,,,080530,코디에스
FCF,-84,-85,7,-1,-12,,,,080530,코디에스
이자발생부채,159,306,335,224,192,,,,080530,코디에스
영업이익률,13.68,-17.79,2.49,1.8,-4.26,,,,080530,코디에스
순이익률,13.41,-18.81,-0.5,1.3,-6.37,,,,080530,코디에스
ROE(%),12.78,,0.49,0.1,-15.27,,,,080530,코디에스
ROA(%),8.2,,-0.33,0.97,-5.35,,,,080530,코디에스
부채비율,66.08,144.74,157.31,105.43,60.23,,,,080530,코디에스
자본유보율,547.45,440.34,469.51,491.34,425.25,,,,080530,코디에스
EPS(원),387,-688,13,2,-408,,,,080530,코디에스
PER(배),17.51,-4.18,334.86,1170.38,-12.98,,,,080530,코디에스
BPS(원),3230,2640,2760,2881,2597,,,,080530,코디에스
PBR(배),2.1,1.09,1.61,1.01,2.04,,,,080530,코디에스
현금DPS(원),0,0,0,0,0,,,,080530,코디에스
현금배당수익률,0,0,0,0,0,,,,080530,코디에스
현금배당성향(%),,,0,0,0,,,,080530,코디에스
발행주식수(보통주),8640000,9207226,10392987,12009261,12282899,,,,080530,코디에스
주요재무정보,2011(IFRS별도),2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,776,766,1045,1189,1321,1472,1519,1606,000250,삼천당제약
영업이익,75,60,159,189,208,244,286,334,000250,삼천당제약
세전계속사업이익,75,60,96,200,208,253,295,344,000250,삼천당제약
당기순이익,57,13,76,173,179,208,248,285,000250,삼천당제약
당기순이익(지배),57,13,87,118,116,141,162,185,000250,삼천당제약
당기순이익(비지배),,,-11,54,62,,,,000250,삼천당제약
자산총계,985,1221,1554,1725,1843,2072,2325,2616,000250,삼천당제약
부채총계,144,354,361,328,299,323,337,354,000250,삼천당제약
자본총계,841,866,1192,1397,1543,1749,1987,2262,000250,삼천당제약
자본총계(지배),841,821,931,1054,1143,1273,1425,1600,000250,삼천당제약
자본총계(비지배),,45,261,342,400,,,,000250,삼천당제약
자본금,100,100,100,105,106,106,106,106,000250,삼천당제약
영업활동현금흐름,114,16,159,196,173,245,283,315,000250,삼천당제약
투자활동현금흐름,-135,-67,227,-135,-138,-36,-37,-42,000250,삼천당제약
재무활동현금흐름,-34,18,-109,-70,-19,-10,-10,-10,000250,삼천당제약
CAPEX,19,29,43,87,87,12,23,25,000250,삼천당제약
FCF,95,-13,117,108,87,222,248,277,000250,삼천당제약
이자발생부채,,179,172,51,46,,,,000250,삼천당제약
영업이익률,9.67,7.78,15.19,15.93,15.72,16.62,18.83,20.8,000250,삼천당제약
순이익률,7.3,1.75,7.26,14.52,13.54,14.13,16.33,17.75,000250,삼천당제약
ROE(%),6.92,,9.96,11.93,10.58,11.67,12.01,12.23,000250,삼천당제약
ROA(%),5.89,,5.47,10.53,10.02,10.63,11.28,11.54,000250,삼천당제약
부채비율,17.17,40.91,30.32,23.49,19.41,18.47,16.96,15.65,000250,삼천당제약
자본유보율,757.31,762.23,848.87,919.94,994.56,,,,000250,삼천당제약
EPS(원),283,67,436,574,551,662,759,867,000250,삼천당제약
PER(배),8.33,41.33,10.57,17.08,16.67,15.09,13.16,11.52,000250,삼천당제약
BPS(원),4357,4256,4825,5181,5566,6167,6903,7751,000250,삼천당제약
PBR(배),0.54,0.65,0.96,1.89,1.65,1.62,1.45,1.29,000250,삼천당제약
현금DPS(원),50,50,50,75,50,50,50,50,000250,삼천당제약
현금배당수익률,2.12,1.81,1.08,0.77,0.54,0.5,0.5,0.5,000250,삼천당제약
현금배당성향(%),17.04,71.99,11.06,12.88,8.83,0.08,0.07,0.06,000250,삼천당제약
발행주식수(보통주),20000000,20000000,20000000,21052907,21237166,,,,000250,삼천당제약
주요재무정보,2011,2012,2013(IFRS별도),2014(IFRS별도),2015,2016(E),2017(E),2018(E),code,name
매출액,1497,701,492,484,655,,,,002410,범양건영
영업이익,-461,-254,-89,-24,1,,,,002410,범양건영
세전계속사업이익,-2127,-828,-441,-46,87,,,,002410,범양건영
당기순이익,-2028,-824,-489,-46,87,,,,002410,범양건영
당기순이익(지배),-2028,-806,-489,-46,87,,,,002410,범양건영
당기순이익(비지배),,-18,,,,,,,002410,범양건영
자산총계,2974,1801,337,281,792,,,,002410,범양건영
부채총계,2951,1711,149,146,357,,,,002410,범양건영
자본총계,23,90,188,134,435,,,,002410,범양건영
자본총계(지배),23,109,188,134,435,,,,002410,범양건영
자본총계(비지배),0,-19,,,,,,,002410,범양건영
자본금,570,51,131,133,238,,,,002410,범양건영
영업활동현금흐름,-169,-69,-14,-20,-20,,,,002410,범양건영
투자활동현금흐름,85,8,547,-63,-49,,,,002410,범양건영
재무활동현금흐름,63,-18,-579,27,60,,,,002410,범양건영
CAPEX,3,0,0,1,7,,,,002410,범양건영
FCF,-172,-70,-14,-21,-27,,,,002410,범양건영
이자발생부채,1381,1,,33,137,,,,002410,범양건영
영업이익률,-30.8,-36.25,-18.02,-5.03,0.09,,,,002410,범양건영
순이익률,-135.45,-117.61,-99.4,-9.55,13.3,,,,002410,범양건영
ROE(%),-203.68,-1224.59,-278.17,-28.71,,,,,002410,범양건영
ROA(%),-50.03,-34.52,-44.68,-14.99,,,,,002410,범양건영
부채비율,12807.68,1899.55,79.16,108.72,82.18,,,,002410,범양건영
자본유보율,-92.38,37.21,19.16,104.61,95.37,,,,002410,범양건영
EPS(원),-24954401,-3648216,-211315,-1626,2696,,,,002410,범양건영
PER(배),-0.06,-0.15,-2.65,-8.22,4.9,,,,002410,범양건영
BPS(원),283280,137274,6653,4678,9147,,,,002410,범양건영
PBR(배),5.02,4.08,84.28,2.86,1.44,,,,002410,범양건영
현금DPS(원),0,0,0,0,0,,,,002410,범양건영
현금배당수익률,0,0,0,0,0,,,,002410,범양건영
현금배당성향(%),,,0,0,0,,,,002410,범양건영
발행주식수(보통주),8127,79102,2825797,2873299,4752587,,,,002410,범양건영
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,1079,964,637,448,624,,,,049950,미래컴퍼니
영업이익,122,157,-27,-66,34,,,,049950,미래컴퍼니
세전계속사업이익,116,118,-47,-72,40,,,,049950,미래컴퍼니
당기순이익,136,128,-12,-73,33,,,,049950,미래컴퍼니
당기순이익(지배),138,128,-11,-73,33,,,,049950,미래컴퍼니
당기순이익(비지배),-2,0,0,0,,,,,049950,미래컴퍼니
자산총계,1025,1115,886,832,894,,,,049950,미래컴퍼니
부채총계,429,405,195,216,247,,,,049950,미래컴퍼니
자본총계,596,709,691,616,647,,,,049950,미래컴퍼니
자본총계(지배),596,709,691,616,647,,,,049950,미래컴퍼니
자본총계(비지배),0,0,0,0,,,,,049950,미래컴퍼니
자본금,38,38,38,38,38,,,,049950,미래컴퍼니
영업활동현금흐름,-72,30,336,-27,-26,,,,049950,미래컴퍼니
투자활동현금흐름,-45,-19,-7,1,-16,,,,049950,미래컴퍼니
재무활동현금흐름,94,5,-211,34,-2,,,,049950,미래컴퍼니
CAPEX,23,9,2,1,7,,,,049950,미래컴퍼니
FCF,-95,21,334,-27,-33,,,,049950,미래컴퍼니
이자발생부채,232,247,46,85,83,,,,049950,미래컴퍼니
영업이익률,11.28,16.25,-4.31,-14.65,5.45,,,,049950,미래컴퍼니
순이익률,12.62,13.29,-1.81,-16.36,5.31,,,,049950,미래컴퍼니
ROE(%),,19.64,-1.64,-11.22,5.25,,,,049950,미래컴퍼니
ROA(%),,11.98,-1.15,-8.53,3.84,,,,049950,미래컴퍼니
부채비율,71.99,57.12,28.26,35.14,38.28,,,,049950,미래컴퍼니
자본유보율,1668.22,1965.17,1917.95,1735.38,1815.89,,,,049950,미래컴퍼니
EPS(원),1807,1673,-150,-956,433,,,,049950,미래컴퍼니
PER(배),5.18,8.58,-38.13,-6.84,24.37,,,,049950,미래컴퍼니
BPS(원),8409,10332,10059,9085,9537,,,,049950,미래컴퍼니
PBR(배),1.11,1.39,0.57,0.72,1.11,,,,049950,미래컴퍼니
현금DPS(원),150,150,0,0,100,,,,049950,미래컴퍼니
현금배당수익률,1.6,1.05,0,0,0.95,,,,049950,미래컴퍼니
현금배당성향(%),7.44,8.04,0,0,20.44,,,,049950,미래컴퍼니
발행주식수(보통주),7660828,7660828,7660828,7660828,7660828,,,,049950,미래컴퍼니
주요재무정보,2011(GAAP개별),2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,1199,1879,2018,2032,2179,2300,,,071850,캐스텍코리아
영업이익,75,133,136,141,156,180,,,071850,캐스텍코리아
세전계속사업이익,70,83,122,99,122,140,,,071850,캐스텍코리아
당기순이익,61,68,95,76,98,110,,,071850,캐스텍코리아
당기순이익(지배),61,68,95,76,98,110,,,071850,캐스텍코리아
당기순이익(비지배),,,,,,,,,071850,캐스텍코리아
자산총계,1545,1848,2008,2089,2295,2480,,,071850,캐스텍코리아
부채총계,904,1172,1244,1113,1245,1340,,,071850,캐스텍코리아
자본총계,640,675,764,976,1050,1140,,,071850,캐스텍코리아
자본총계(지배),640,675,764,976,1050,1140,,,071850,캐스텍코리아
자본총계(비지배),,,,,,,,,071850,캐스텍코리아
자본금,39,40,49,62,62,60,,,071850,캐스텍코리아
영업활동현금흐름,47,166,195,189,160,210,,,071850,캐스텍코리아
투자활동현금흐름,-82,-95,-181,-159,-172,-230,,,071850,캐스텍코리아
재무활동현금흐름,36,-44,-17,-23,0,20,,,071850,캐스텍코리아
CAPEX,74,84,169,140,145,220,,,071850,캐스텍코리아
FCF,-27,81,26,49,15,,,,071850,캐스텍코리아
이자발생부채,624,834,855,732,784,,,,071850,캐스텍코리아
영업이익률,6.24,7.06,6.73,6.95,7.16,7.83,,,071850,캐스텍코리아
순이익률,5.11,3.63,4.7,3.76,4.51,4.78,,,071850,캐스텍코리아
ROE(%),10.21,9.97,13.16,8.79,9.71,10.04,,,071850,캐스텍코리아
ROA(%),4.12,3.47,4.91,3.73,4.49,4.61,,,071850,캐스텍코리아
부채비율,141.19,173.68,162.7,114.04,118.5,117.54,,,071850,캐스텍코리아
자본유보율,979.53,1586.33,1450.18,1479.97,1599,,,,071850,캐스텍코리아
EPS(원),785,874,1045,671,795,889,,,071850,캐스텍코리아
PER(배),0,0,0,9.77,8.38,7.13,,,071850,캐스텍코리아
BPS(원),8211,8439,7802,8010,8678,9418,,,071850,캐스텍코리아
PBR(배),0,0,0,0.82,0.77,0.67,,,071850,캐스텍코리아
현금DPS(원),0,0,0,120,130,130,,,071850,캐스텍코리아
현금배당수익률,,,,1.83,1.95,2.05,,,071850,캐스텍코리아
현금배당성향(%),0,0,0,19.12,16,0.15,,,071850,캐스텍코리아
발행주식수(보통주),7800000,8000000,9798089,12373089,12373089,,,,071850,캐스텍코리아
주요재무정보,2011,2012,2013,2014,2015,2016(E),2017(E),2018(E),code,name
매출액,16848,14999,14345,15235,15310,,,,002990,금호산업
영업이익,514,-1648,589,398,208,,,,002990,금호산업
세전계속사업이익,38,-8606,-788,1748,-147,,,,002990,금호산업
당기순이익,-495,-7279,526,1058,-61,,,,002990,금호산업
당기순이익(지배),-530,-7279,526,1058,-61,,,,002990,금호산업
당기순이익(비지배),35,0,,,,,,,002990,금호산업
자산총계,36812,19322,17664,15044,13100,,,,002990,금호산업
부채총계,35600,19177,16132,12035,10199,,,,002990,금호산업
자본총계,1212,145,1532,3009,2902,,,,002990,금호산업
자본총계(지배),1211,145,1532,3009,2902,,,,002990,금호산업
자본총계(비지배),0,0,,,,,,,002990,금호산업
자본금,5643,8627,1614,1716,1755,,,,002990,금호산업
영업활동현금흐름,1880,-143,1236,-1894,182,,,,002990,금호산업
투자활동현금흐름,2085,7241,1639,1207,446,,,,002990,금호산업
재무활동현금흐름,-3957,-7105,-1272,-416,-1186,,,,002990,금호산업
CAPEX,388,153,8,6,7,,,,002990,금호산업
FCF,1492,-296,1228,-1900,175,,,,002990,금호산업
이자발생부채,18598,6609,4703,4356,3345,,,,002990,금호산업
영업이익률,3.05,-10.99,4.1,2.61,1.36,,,,002990,금호산업
순이익률,-2.94,-48.53,3.67,6.94,-0.4,,,,002990,금호산업
ROE(%),-15.43,-1073.22,62.77,46.6,-2.07,,,,002990,금호산업
ROA(%),-0.62,-25.94,2.85,6.47,-0.43,,,,002990,금호산업
부채비율,2938.39,13206.81,1053.24,399.95,351.47,,,,002990,금호산업
자본유보율,-45.68,-99.27,-9.27,63.2,59.07,,,,002990,금호산업
EPS(원),-3331,-32725,2014,3194,-176,,,,002990,금호산업
PER(배),-15.33,-0.33,5.84,7.11,-84.29,,,,002990,금호산업
BPS(원),7513,589,4747,8776,8272,,,,002990,금호산업
PBR(배),6.8,18.49,2.48,2.59,1.79,,,,002990,금호산업
